label,message
spam,Breaking News: You have 1 new voicemail regarding your $750 settlement claim. Call now.
ham,Let me know if you're free for the party this weekend.
spam,"You have been selected: Earn $10000 per day working from home! No experience needed, sign up now."
ham,"I'm running a bit late, will reach the gym in 10 minutes."
spam,Limited Time Offer: Hot singles in your area want to chat with you now! Click click-to-claim.co
ham,"See you at the airport at next Monday, don't be late!"
spam,"Attention: You've been chosen to test our new laptop for free, just pay shipping."
ham,Don't forget we have lunch scheduled for tomorrow morning.
spam,You have been selected: Your Netflix account is on hold. Update billing info immediately: secure-verify-account.com
spam,Dear Customer: You have an unclaimed prize of $10000. Verify your account to receive it.
ham,Can you send me the invoice before this weekend? Thanks!
ham,Let's plan the the meeting for next month.
spam,"Attention: Earn $500 per day working from home! No experience needed, sign up now."
ham,Thank you for attending the machine learning session today.
spam,"URGENT: Claim your government grant of $250 today, no repayment needed!"
spam,Breaking News: Text WIN to 80086 to enter our weekly draw and win a brand new cruise trip!
spam,You have been selected: You have an unclaimed prize of $1000. Verify your account to receive it.
spam,FREE ENTRY: Your Netflix account is on hold. Update billing info immediately: your-refund-portal.com
spam,Dear Customer: Your parcel could not be delivered. Pay a small fee to reschedule: win-big-prizes.net
ham,Don't forget we have class scheduled for 5 PM.
spam,Final Notice: Your mobile number has been selected to receive a free TV. Reply YES to claim.
ham,Thank you for attending the history session today.
ham,"Hey, are we still meeting for the party tomorrow at this weekend?"
ham,"See you at the mall at tonight, don't be late!"
spam,IMPORTANT: You have 1 new voicemail regarding your $5000 settlement claim. Call now.
spam,"URGENT: You are pre-approved for a $500 credit card. Apply now, no fees!"
ham,Please find attached the spreadsheet you requested.
ham,Thank you for attending the data science session today.
spam,"CONGRATULATIONS: You've been chosen to test our new iPhone for free, just pay shipping."
spam,Attention: Your mobile number has been selected to receive a free smartwatch. Reply YES to claim.
spam,"IMPORTANT: Act fast! Only 3 TVs left at 90% discount, order now."
spam,Breaking News: Verify your identity now to avoid permanent account suspension: your-refund-portal.com
spam,"CONGRATULATIONS: Get a loan of $750 approved instantly, no credit check required!"
spam,FREE ENTRY: Exclusive deal: Buy one cruise trip and get another absolutely free! Offer ends soon.
ham,"Hey, are we still meeting for the workshop tomorrow at next Monday?"
spam,Breaking News: Your subscription payment of $250 has failed. Update your card here: bit.ly/claim-now
spam,"Breaking News: Get a loan of $5000 approved instantly, no credit check required!"
spam,Limited Time Offer: Your subscription payment of $2500 has failed. Update your card here: win-big-prizes.net
ham,Are you coming to the gym this evening?
ham,Don't forget we have the workshop scheduled for tonight.
ham,Don't forget we have the party scheduled for 10 AM.
ham,Don't forget we have class scheduled for tonight.
ham,Don't forget we have dinner scheduled for 10 AM.
spam,CONGRATULATIONS: Your subscription payment of $500 has failed. Update your card here: click-to-claim.co
spam,ALERT: Your parcel could not be delivered. Pay a small fee to reschedule: your-refund-portal.com
ham,The meeting about the project has been moved to 10 AM.
spam,Attention: URGENT: Your bank account has unusual activity. Login now to secure it: win-big-prizes.net
spam,You have been selected: Exclusive deal: Buy one gift card and get another absolutely free! Offer ends soon.
spam,Hey there: Text WIN to 80086 to enter our weekly draw and win a brand new cruise trip!
ham,"Hey, are we still meeting for class tomorrow at 8 PM?"
ham,"See you at the station at tomorrow morning, don't be late!"
ham,Can you send me the invoice before 8 PM? Thanks!
ham,"Hey, are we still meeting for our call tomorrow at next Monday?"
ham,"See you at the gym at tonight, don't be late!"
spam,Hey there: You have an unclaimed prize of $250. Verify your account to receive it.
ham,Please find attached the resume you requested.
spam,Attention: Your Netflix account is on hold. Update billing info immediately: secure-verify-account.com
ham,"Just landed, will call you once I reach the station."
spam,Limited Time Offer: Exclusive deal: Buy one TV and get another absolutely free! Offer ends soon.
spam,"Breaking News: You are pre-approved for a $750 credit card. Apply now, no fees!"
ham,The meeting about machine learning has been moved to 3:30 PM.
spam,"FREE ENTRY: Double your investment in coupon book stocks this week only, guaranteed returns!"
spam,"CONGRATULATIONS: You've been chosen to test our new vacation package for free, just pay shipping."
ham,"I finished the invoice, sending it over shortly."
ham,"I'm still working on the resume, will share it soon."
ham,Don't forget we have lunch scheduled for noon.
spam,"Hey there: You've been chosen to test our new PlayStation for free, just pay shipping."
spam,"WINNER!!: You are pre-approved for a $250 credit card. Apply now, no fees!"
spam,"IMPORTANT: Claim your government grant of $750 today, no repayment needed!"
ham,Let me know if you're free for the interview this weekend.
spam,You have been selected: Exclusive deal: Buy one laptop and get another absolutely free! Offer ends soon.
spam,"CONGRATULATIONS: FREE TV just for you! Limited stock, claim before midnight."
spam,Breaking News: Text WIN to 80086 to enter our weekly draw and win a brand new vacation package!
ham,Please find attached the invoice you requested.
ham,"See you at downtown at this weekend, don't be late!"
ham,The meeting about data science has been moved to tomorrow morning.
spam,URGENT: URGENT: Your bank account has unusual activity. Login now to secure it: secure-verify-account.com
ham,Please review the presentation and let me know your thoughts.
spam,Hey there: You have an unclaimed prize of $5000. Verify your account to receive it.
ham,Please review the invoice and let me know your thoughts.
spam,"IMPORTANT: You've been chosen to test our new iPhone for free, just pay shipping."
ham,"See you at college at tonight, don't be late!"
ham,Can you send me the spreadsheet before tomorrow morning? Thanks!
ham,Please review the assignment and let me know your thoughts.
spam,ALERT: Click here to claim your free smartwatch before the offer expires today!
ham,"See you at the mall at tomorrow morning, don't be late!"
ham,"Hey, are we still meeting for the party tomorrow at 3:30 PM?"
spam,"FREE ENTRY: Act fast! Only 3 gift cards left at 90% discount, order now."
spam,"WINNER!!: Claim your government grant of $500 today, no repayment needed!"
spam,Dear Customer: Your Netflix account is on hold. Update billing info immediately: win-big-prizes.net
ham,Can you send me the proposal before 3:30 PM? Thanks!
